 State Name , PC NAME , CANDIDATES NAME , SEX , AGE , CATEGORY , PARTY NAME , PARTY SYMBOL , GENERAL , POSTAL , TOTAL ,OVER TOTAL ELECTORS IN CONSTITUENCY,OVER TOTAL VOTES POLLED IN CONSTITUENCY,Total Electors
Tamil Nadu,Tiruvannamalai,ANNADURAI B,MALE,42.0,GENERAL,IND,Pressure Cooker,842,6,848,0.05753591584558121,0.07362446832802132,1473862
Tamil Nadu,Tiruvannamalai,ANBALAGAN M,MALE,61.0,SC,IND,Jackfruit,814,10,824,0.055907540868819466,0.07154075696024713,1473862
Tamil Nadu,Tiruvannamalai,INDIRAMOHAN P,MALE,36.0,SC,IND,Hat,727,1,728,0.04939404096177254,0.06320591148915038,1473862
Tamil Nadu,Tiruvannamalai,UDHAYAKUMAR P S,MALE,48.0,GENERAL,IND,Auto- Rickshaw,756,3,759,0.05149735864008977,0.06589737200585871,1473862
Tamil Nadu,Tiruvannamalai,AYYAPPAN M,MALE,27.0,GENERAL,IND,Wool and Needle,846,5,851,0.05773946271767642,0.07388493224899309,1473862
Tamil Nadu,Tiruvannamalai,KARUNA S,MALE,51.0,SC,IND,Almirah,1851,4,1855,0.12585981591220888,0.16105352446754662,1473862
Tamil Nadu,Tiruvannamalai,KALAIMANI S,MALE,33.0,SC,IND,Table,1632,0,1632,0.11072949841979779,0.1416923730086448,1473862
Tamil Nadu,Tiruvannamalai,KRISHNAMOORTHY A,MALE,45.0,GENERAL,IND,Electric Pole,4175,0,4175,0.2832693969991763,0.36247895668571817,1473862
Tamil Nadu,Tiruvannamalai,KRISHNAMURTHI R,MALE,38.0,GENERAL,IND,Bat,4001,0,4001,0.27146367841765373,0.34737204926935533,1473862
Tamil Nadu,Tiruvannamalai,SIVAGURURAJ T,MALE,26.0,GENERAL,IND,BUCKET,1758,0,1758,0.11927846704779688,0.15263185768945928,1473862
Tamil Nadu,Tiruvannamalai,GNANASEKAR A,MALE,47.0,GENERAL,IND,Gift Pack,38503,136,38639,2.6216158636290237,3.354688480809452,1473862
Tamil Nadu,Tiruvannamalai,PADAVETTAN M,MALE,49.0,ST,IND,Pot,604,2,606,0.041116468163233735,0.05261371203629825,1473862
Tamil Nadu,Tiruvannamalai,RAGHUNATHAN K,MALE,40.0,SC,IND,Television,505,1,506,0.03433157242672652,0.04393158133723913,1473862
Tamil Nadu,Tiruvannamalai,RAJENDIRAN T,MALE,61.0,GENERAL,IND,Key,566,5,571,0.03874175465545621,0.049574966291627554,1473862
Tamil Nadu,Tiruvannamalai,VIGNESHWARAN A,MALE,26.0,GENERAL,IND,Telephone,606,0,606,0.041116468163233735,0.05261371203629825,1473862
Tamil Nadu,Tiruvannamalai,VIJAYAN A,MALE,38.0,SC,IND,Well,622,1,623,0.042269900438439964,0.054089674255138304,1473862
Tamil Nadu,Tiruvannamalai,VELU R,MALE,37.0,SC,IND,Wheel Barrow,1631,7,1638,0.11113659216398823,0.14221330085058834,1473862
Tamil Nadu,Tiruvannamalai,NOTA,,,,NOTA,,12223,94,12317,0.8356956078655939,1.0693780382031115,1473862
Tamil Nadu,Arani,ELUMALAI V,MALE,63.0,GENERAL,ADMK,Two Leaves,385294,1660,386954,26.702135734741056,33.79755912437321,1449150
Tamil Nadu,Arani,SIVAPRAKASH K,MALE,40.0,SC,BSP,Elephant,5623,55,5678,0.39181589207466444,0.495931146100547,1449150
Tamil Nadu,Arani,VISHNU PRASAD M K,MALE,46.0,GENERAL,INC,Hand,613390,4370,617760,42.62912741952179,53.95674970325361,1449150
Tamil Nadu,Arani,SAKTHIVEL K,MALE,37.0,SC,TNLK,Ring,5291,26,5317,0.36690473725977296,0.464400476191724,1449150
Tamil Nadu,Arani,SUNDAR K,MALE,41.0,SC,ACDP,Jackfruit,1956,16,1972,0.13607977090018286,0.17223955972354327,1449150
Tamil Nadu,Arani,TAMIZHARASI A,FEMALE,37.0,GENERAL,NTK,Ganna Kisan,32151,258,32409,2.236414449849912,2.8306855431441758,1449150
Tamil Nadu,Arani,SHAJI V,MALE,41.0,GENERAL,MNM,Battery Torch,14680,96,14776,1.019632198185143,1.2905739018636284,1449150
Tamil Nadu,Arani,ELUMALAI K,MALE,37.0,SC,IND,Key,892,11,903,0.06231239002173688,0.07887034606002008,1449150
Tamil Nadu,Arani,ELUMALAI S,MALE,37.0,GENERAL,IND,Scissors,633,8,641,0.044232826139461064,0.055986591167744036,1449150
Tamil Nadu,Arani,KOTHANDAPANI B,MALE,41.0,SC,IND,Wheel Barrow,964,3,967,0.06672877203878136,0.08446027091920201,1449150
Tamil Nadu,Arani,SENJERAJA K N K,MALE,43.0,GENERAL,IND,COMPUTER,2935,5,2940,0.20287754890798054,0.25678717321867,1449150
Tamil Nadu,Arani,SENTHAMIZHAN G,MALE,55.0,GENERAL,IND,Gift Pack,46326,57,46383,3.2007038608839666,4.05121069911618,1449150
Tamil Nadu,Arani,PERUMAL M,MALE,48.0,GENERAL,IND,Peas,4907,5,4912,0.3389573198081634,0.42902673294221333,1449150
Tamil Nadu,Arani,RAMAMURTHY S,MALE,43.0,GENERAL,IND,Balloon,3608,6,3614,0.24938757202498016,0.3156560693919297,1449150
Tamil Nadu,Arani,RAMAMURTHY C,MALE,62.0,GENERAL,IND,BUCKET,1756,4,1760,0.12145050546872305,0.1537229336275031,1449150
Tamil Nadu,Arani,NOTA,,,,NOTA,,16819,102,16921,1.1676500017251492,1.477923727222148,1449150
Tamil Nadu,Viluppuram,KALIYAMOORTHY G,MALE,53.0,SC,BSP,Elephant,3917,26,3943,0.2729976078956752,0.3470651299447759,1444335
Tamil Nadu,Viluppuram,RAVIKUMAR D,MALE,58.0,SC,DMK,Rising Sun,556675,2910,559585,38.74343556030976,49.25499384736176,1444335
Tamil Nadu,Viluppuram,ABIRAMI P,FEMALE,36.0,SC,TNLK,Ring,4719,20,4739,0.328109475987219,0.4171295081938354,1444335
Tamil Nadu,Viluppuram,ANBIN POYYAMOZHI S,MALE,48.0,SC,MNM,Battery Torch,17819,72,17891,1.2387015477711196,1.5747761196657333,1444335
Tamil Nadu,Viluppuram,PRAKALATHA D,FEMALE,30.0,SC,NTK,Ganna Kisan,24480,129,24609,1.7038290978201043,2.16609834714963,1444335
Tamil Nadu,Viluppuram,RAJA S,MALE,33.0,SC,AgIMK,BUCKET,2529,3,2532,0.17530559046204655,0.22286809764650584,1444335
Tamil Nadu,Viluppuram,VADIVEL RAVANAN S,MALE,66.0,SC,PMK,Mango,430091,1426,431517,29.876517566907957,37.98237475992388,1444335
Tamil Nadu,Viluppuram,ARASAN K,MALE,64.0,SC,IND,Jackfruit,12778,3,12781,0.884905510148269,1.124990977890992,1444335
Tamil Nadu,Viluppuram,ANBALAGAN T,MALE,55.0,SC,IND,Pineapple,1312,2,1314,0.0909761239601616,0.11565903645636205,1444335
Tamil Nadu,Viluppuram,GANAPATHY N,MALE,55.0,SC,IND,Gift Pack,57939,80,58019,4.017004365330758,5.106865780944954,1444335
Tamil Nadu,Viluppuram,KATHIRVEL M,MALE,48.0,SC,IND,Bat,994,1,995,0.06888983511442982,0.08758047281132438,1444335
Tamil Nadu,Viluppuram,DESINGU A,MALE,37.0,SC,IND,Grapes,1348,2,1350,0.09346862050701533,0.11882777718119387,1444335
Tamil Nadu,Viluppuram,RAJASEKARAN M,MALE,40.0,SC,IND,Football,4316,6,4322,0.29923805765282985,0.38042492813119994,1444335
Tamil Nadu,Viluppuram,NOTA,,,,NOTA,,11882,61,11943,0.8268857294187291,1.0512297354629618,1444335
Tamil Nadu,Kallakurichi,Gautham Sigamani Pon,MALE,44.0,GENERAL,DMK,Rising Sun,716961,4752,721713,47.203549130180555,59.89642594828767,1528938
Tamil Nadu,Kallakurichi,Sakthivel S,MALE,55.0,GENERAL,BSP,Elephant,4828,10,4838,0.3164287891333723,0.40151543444252186,1528938
Tamil Nadu,Kallakurichi,Sudhish L K,MALE,51.0,GENERAL,DMDK,Nagara,321004,790,321794,21.046896604048037,26.706336856344947,1528938
Tamil Nadu,Kallakurichi,Ganesh H,MALE,40.0,GENERAL,MNM,Battery Torch,14514,73,14587,0.9540609233337127,1.2106047214165079,1528938
Tamil Nadu,Kallakurichi,Chandramohan M,MALE,48.0,GENERAL,VMMKT,Key,1101,7,1108,0.07246860238937093,0.09195516770614182,1528938
Tamil Nadu,Kallakurichi,Sharfudeen S,MALE,40.0,GENERAL,NTK,Ganna Kisan,30103,143,30246,1.9782358735278998,2.510176897508994,1528938
Tamil Nadu,Kallakurichi,Kannan S,MALE,42.0,GENERAL,IND,Whistle,1149,3,1152,0.0753464169246889,0.09560681696523049,1528938
Tamil Nadu,Kallakurichi,Kumar K R,MALE,43.0,SC,IND,Mike,1408,3,1411,0.09228627975758337,0.11710175237668423,1528938
Tamil Nadu,Kallakurichi,Komugi Maniyan M,MALE,69.0,GENERAL,IND,Gift Pack,50097,82,50179,3.281951262902747,4.164457003904775,1528938
Tamil Nadu,Kallakurichi,Govindasamy A,MALE,54.0,GENERAL,IND,Gas Cylinder,938,0,938,0.0613497735029151,0.07784652284148107,1528938
Tamil Nadu,Kallakurichi,Sathishkumar A,MALE,32.0,GENERAL,IND,Wool and Needle,1022,2,1024,0.06697459282194569,0.0849838373024271,1528938
Tamil Nadu,Kallakurichi,Sathish Kumar G,MALE,30.0,GENERAL,IND,Bead Necklace,1413,2,1415,0.0925478992607941,0.11743372049114684,1528938
Tamil Nadu,Kallakurichi,Sathees Kumar R,MALE,40.0,GENERAL,IND,Cup & Saucer,3956,0,3956,0.25874168867540737,0.3283164652035172,1528938
Tamil Nadu,Kallakurichi,Chandrasekaran V,MALE,49.0,GENERAL,IND,Pestle and Mortar,8064,2,8066,0.5275557282244276,0.6694137028138447,1528938
Tamil Nadu,Kallakurichi,Siva Kumar P,MALE,49.0,GENERAL,IND,Pressure Cooker,1824,0,1824,0.11929849346409077,0.15137746019494827,1528938
Tamil Nadu,Kallakurichi,Sumathi B,FEMALE,33.0,SC,IND,CUBE,10038,7,10045,0.656991977437934,0.833654927444219,1528938
Tamil Nadu,Kallakurichi,Selvam D,MALE,41.0,GENERAL,IND,Pan,4426,0,4426,0.2894819803026676,0.3673227186528734,1528938
Tamil Nadu,Kallakurichi,Nagarajan S,MALE,26.0,GENERAL,IND,Bat,1082,0,1082,0.07076807561850121,0.08979737496213488,1528938
Tamil Nadu,Kallakurichi,Prabhu A,MALE,38.0,GENERAL,IND,COCONUT FARM,3181,1,3182,0.208118314804132,0.264080635055003,1528938
Tamil Nadu,Kallakurichi,Manikandan C,MALE,36.0,SC,IND,Dish Antenna,1298,1,1299,0.08496093366768306,0.10780664517173126,1528938
Tamil Nadu,Kallakurichi,Mannan M P,MALE,58.0,SC,IND,Hat,1130,0,1130,0.07390750965702991,0.09378099233568617,1528938
Tamil Nadu,Kallakurichi,Mayilamparai Mari A,MALE,42.0,GENERAL,IND,Pot,1149,2,1151,0.07528101204888622,0.09552382493661483,1528938
Tamil Nadu,Kallakurichi,Ramachandran K,MALE,47.0,SC,IND,Ludo,1305,1,1306,0.08541876779830183,0.10838758937204082,1528938
Tamil Nadu,Kallakurichi,Ramadoss R,MALE,40.0,GENERAL,IND,Noodles Bowl,4926,1,4927,0.322249823079811,0.4089017249893148,1528938
Tamil Nadu,Kallakurichi,NOTA,,,,NOTA,,11506,70,11576,0.7571268422918392,0.9607157232547814,1528938
Tamil Nadu,Salem,SADAIYAN.M,MALE,38.0,SC,BSP,Elephant,3528,15,3543,0.2197192951122224,0.28201189178002595,1612512
Tamil Nadu,Salem,SARAVANAN.K.R.S,MALE,44.0,GENERAL,ADMK,Two Leaves,458118,1258,459376,28.488222103153344,36.56491526907739,1612512
Tamil Nadu,Salem,PARTHIBAN.S.R,MALE,49.0,GENERAL,DMK,Rising Sun,602453,3849,606302,37.59984421821357,48.25977251199924,1612512
Tamil Nadu,Salem,SILAMBARASAN.C,MALE,32.0,SC,TNLK,Ring,4561,2,4563,0.2829746383282729,0.36320075139493607,1612512
Tamil Nadu,Salem,PRABHU MANIKANDAN.M,MALE,28.0,GENERAL,MNM,Battery Torch,58472,190,58662,3.6379264154313273,4.669314590911624,1612512
Tamil Nadu,Salem,MOHAN.P,MALE,63.0,GENERAL,SUCI(C),Gas Cylinder,776,1,777,0.04818568792046199,0.061846807765475624,1612512
Tamil Nadu,Salem,RASA.A,MALE,57.0,GENERAL,NTK,Ganna Kisan,33741,149,33890,2.101689785874462,2.6975396591659835,1612512
Tamil Nadu,Salem,AHAMED SHAHJAHAN.M,MALE,49.0,GENERAL,IND,Water Tank,1367,2,1369,0.08489859300271875,0.10896818511059991,1612512
Tamil Nadu,Salem,KALAIMANNAN.C,MALE,43.0,SC,IND,Bricks,635,1,636,0.03944156694647854,0.050623641877532176,1612512
Tamil Nadu,Salem,SIVARAMAN.S,MALE,40.0,GENERAL,IND,Pen Nib with Seven Rays,4268,5,4273,0.2649902760413566,0.3401176442495204,1612512
Tamil Nadu,Salem,SURULIVEL.N.K,MALE,46.0,GENERAL,IND,Pressure Cooker,1101,1,1102,0.068340576690282,0.08771580715257934,1612512
Tamil Nadu,Salem,SELVAM.S.K,MALE,57.0,GENERAL,IND,Gift Pack,52252,80,52332,3.245371197237602,4.165466079772035,1612512
Tamil Nadu,Salem,TAMILARASAN.T,MALE,38.0,SC,IND,SHIP,1144,4,1148,0.07119326863924114,0.0913772655273694,1612512
Tamil Nadu,Salem,NATARAJAN.C,MALE,55.0,GENERAL,IND,Gas Stove,1678,1,1679,0.10412325613700858,0.1336432306798373,1612512
Tamil Nadu,Salem,PRAVINA.G,FEMALE,45.0,SC,IND,Pot,1459,2,1461,0.09060397690063701,0.11629110186018005,1612512
Tamil Nadu,Salem,MANIMARAN.C,MALE,35.0,GENERAL,IND,Hat,1989,2,1991,0.1234719493560358,0.15847747009145685,1612512
Tamil Nadu,Salem,MADESWARAN.S,MALE,56.0,GENERAL,IND,Air Conditioner,773,0,773,0.047937627750987276,0.06152842008071128,1612512
Tamil Nadu,Salem,MURTHY KAMARAJAR.M,MALE,33.0,GENERAL,IND,Bat,1464,1,1465,0.09085203707011173,0.1166094895449444,1612512
Tamil Nadu,Salem,RAVI.A,MALE,57.0,GENERAL,IND,Auto- Rickshaw,1554,2,1556,0.09649540592566133,0.12385280937333346,1612512
Tamil Nadu,Salem,RAMACHANDRAN.K.T,MALE,29.0,GENERAL,IND,Dish Antenna,438,2,440,0.027286618642217854,0.035022645324078866,1612512
Tamil Nadu,Salem,RAJA.A,MALE,50.0,SC,IND,Key,447,3,450,0.027906769065904627,0.03581861453598975,1612512
Tamil Nadu,Salem,HARIHARAN.K,MALE,36.0,GENERAL,IND,Electric Pole,539,2,541,0.033550137921454226,0.04306193436437879,1612512
Tamil Nadu,Salem,NOTA,,,,NOTA,,16998,132,17130,1.062317675775436,1.3634952600033432,1612512
Tamil Nadu,Namakkal,KALIAPPAN P,MALE,70.0,GENERAL,ADMK,Two Leaves,360541,601,361142,25.547697755869947,31.847186556424077,1413599
Tamil Nadu,Namakkal,CHINRAJ A.K.P,MALE,54.0,GENERAL,DMK,Rising Sun,623370,2923,626293,44.304855903265356,55.229438863334934,1413599
Tamil Nadu,Namakkal,RAMAN V,MALE,45.0,SC,BSP,Elephant,3576,3,3579,0.25318354073538535,0.31561291870079294,1413599
Tamil Nadu,Namakkal,RAMESH T,MALE,39.0,GENERAL,AHIMSASP,HOCKEY & BALL,967,5,972,0.06876065984766543,0.08571549510398735,1413599
Tamil Nadu,Namakkal,SENTHILMURUGAN S,MALE,50.0,GENERAL,DMSK,Football,642,2,644,0.04555747422005817,0.05679092473967886,1413599
Tamil Nadu,Namakkal,THANGAVELU R,MALE,57.0,GENERAL,MNM,Battery Torch,30842,105,30947,2.1892347122486644,2.729050850805655,1413599
Tamil Nadu,Namakkal,BASKAR B,MALE,44.0,GENERAL,NTK,Ganna Kisan,38394,137,38531,2.725737638467486,3.397843355814544,1413599
Tamil Nadu,Namakkal,MANICKAM S,MALE,51.0,GENERAL,UMK,Hat,777,0,777,0.05496608302637452,0.06851948528374298,1413599
Tamil Nadu,Namakkal,MUTHUSAMY M.P.,MALE,63.0,SC,GPI,Lady Finger,1011,0,1011,0.0715195752119236,0.08915469706803623,1413599
Tamil Nadu,Namakkal,ARUMUGAM V,MALE,51.0,SC,IND,Bricks,762,0,762,0.05390496173242906,0.06719671529757033,1413599
Tamil Nadu,Namakkal,RAMASAMY N,MALE,52.0,SC,IND,DIAMOND,1866,2,1868,0.13214497180600723,0.16472895561136666,1413599
Tamil Nadu,Namakkal,RAMASAMY P,MALE,55.0,GENERAL,IND,Chappals,726,0,726,0.05135827062695998,0.064022067330756,1413599
Tamil Nadu,Namakkal,KALIYAPPAN K,MALE,73.0,GENERAL,IND,COCONUT FARM,1818,3,1821,0.12882012508497814,0.16058427632135902,1413599
Tamil Nadu,Namakkal,KALIAPPAN S,MALE,64.0,GENERAL,IND,Binoculars,1177,0,1177,0.08326265086491996,0.10379335158168015,1413599
Tamil Nadu,Namakkal,KALIAPPAN P,MALE,64.0,GENERAL,IND,Frock,2632,0,2632,0.186191416377629,0.23210204024042666,1413599
Tamil Nadu,Namakkal,SAKTHIYVEL N.K.S,MALE,47.0,GENERAL,IND,Pressure Cooker,4398,0,4398,0.31112076338480715,0.3878361599458193,1413599
Tamil Nadu,Namakkal,SAKTHIVEL S,MALE,50.0,GENERAL,IND,SHIP,2543,1,2544,0.179966171453149,0.2243417896548805,1413599
Tamil Nadu,Namakkal,SARAVANAVEL R,MALE,53.0,GENERAL,IND,CARPET,2933,2,2935,0.20762606651532717,0.25882199396111405,1413599
Tamil Nadu,Namakkal,SAMINATHAN P.P,MALE,54.0,GENERAL,IND,Gift Pack,23319,28,23347,1.6515999233163012,2.0588473911448486,1413599
Tamil Nadu,Namakkal,SIVARAJEE S,MALE,54.0,SC,IND,Gas Cylinder,341,0,341,0.02412282408235999,0.03007097101899145,1413599
Tamil Nadu,Namakkal,SELLADURAI S,MALE,38.0,SC,IND,Air Conditioner,288,0,288,0.02037352884375272,0.025397183734514772,1413599
Tamil Nadu,Namakkal,SELVARAJ K.R,MALE,63.0,GENERAL,IND,T.V. Remote,448,0,448,0.0316921559791709,0.03950673025368964,1413599
Tamil Nadu,Namakkal,CHO V,MALE,47.0,SC,IND,BOX,459,0,459,0.0324703115947309,0.04047676157688292,1413599
Tamil Nadu,Namakkal,NATARAJAN M,MALE,51.0,GENERAL,IND,Pen Nib with Seven Rays,2360,2,2362,0.16709123308661084,0.20829218048931908,1413599
Tamil Nadu,Namakkal,NALLATHAMBI P,MALE,66.0,GENERAL,IND,Mike,526,0,526,0.037209986707687256,0.0463851341817874,1413599
Tamil Nadu,Namakkal,PRABHU K,MALE,34.0,SC,IND,Brief Case,587,0,587,0.04152521330306544,0.05176439879222282,1413599
Tamil Nadu,Namakkal,RAMESH T.R,MALE,39.0,GENERAL,IND,Electric Pole,683,0,683,0.04831638958431634,0.060230126703727745,1413599
Tamil Nadu,Namakkal,VINOTHKUMAR V,MALE,33.0,GENERAL,IND,Peas,4853,4,4857,0.34359107497953806,0.4283129215227023,1413599
Tamil Nadu,Namakkal,VIJAYAKARTHIKEYAN B,MALE,31.0,GENERAL,IND,COMPUTER,2044,0,2044,0.14459546165496723,0.18024945678245902,1413599
Tamil Nadu,Namakkal,NOTA,,,,NOTA,,15007,66,15073,1.0662854175759886,1.329207466772018,1413599
Tamil Nadu,Erode,GANESHAMURTHI A,MALE,72.0,GENERAL,DMK,Rising Sun,558929,4662,563591,38.542830686491875,52.721180389577945,1462246
Tamil Nadu,Erode,GOPAL M,MALE,32.0,SC,BSP,Elephant,4128,10,4138,0.28298931917064574,0.38708965269508133,1462246
Tamil Nadu,Erode,MANIMARAN G,MALE,52.0,GENERAL,ADMK,Two Leaves,352330,643,352973,24.139098345969145,33.01889704706161,1462246
Tamil Nadu,Erode,KUPPUSAMY P,MALE,56.0,GENERAL,UMK,Bricks,3378,1,3379,0.23108286840928272,0.3160889164950893,1462246
Tamil Nadu,Erode,KUPPUSAMY R,MALE,41.0,SC,GPI,Lady Finger,1603,0,1603,0.10962587690443332,0.14995280649352716,1462246
Tamil Nadu,Erode,SARAVANAKUMAR A,MALE,43.0,GENERAL,MNM,Battery Torch,47574,145,47719,3.2634043792904888,4.463878960115173,1462246
Tamil Nadu,Erode,SEETHALAKSHMI M K,FEMALE,43.0,GENERAL,NTK,Ganna Kisan,38849,161,39010,2.6678137604753234,3.6491946234014314,1462246
Tamil Nadu,Erode,ARUNACHALAM A,MALE,68.0,GENERAL,IND,Black Board,2069,11,2080,0.14224692698766145,0.19457382252435212,1462246
Tamil Nadu,Erode,ANANTHI S,FEMALE,35.0,SC,IND,CALCULATOR,485,0,485,0.03316815364856529,0.04536937688668788,1462246
Tamil Nadu,Erode,GANESHAMURTHY A C,MALE,58.0,GENERAL,IND,COCONUT FARM,1537,2,1539,0.10524904838173604,0.143965919646624,1462246
Tamil Nadu,Erode,GANESHAMOORTHY M,MALE,58.0,GENERAL,IND,Air Conditioner,1002,4,1006,0.0687982733411478,0.09410637762475876,1462246
Tamil Nadu,Erode,KATHIRVEL A,MALE,54.0,SC,IND,Brief Case,727,1,728,0.0497864244456815,0.06810083788352325,1462246
Tamil Nadu,Erode,KARTHIKEYAN P,MALE,40.0,GENERAL,IND,Plastering Trowel,1502,6,1508,0.10312902206605454,0.14106602133015528,1462246
Tamil Nadu,Erode,CHITRA,FEMALE,40.0,SC,IND,Key,1445,1,1446,0.09888896943469157,0.13526622469721788,1462246
Tamil Nadu,Erode,SUBRAMANIAN K,MALE,55.0,GENERAL,IND,Tiller,1276,2,1278,0.08739979456261122,0.11955064672409713,1462246
Tamil Nadu,Erode,SENTHILKUMAR K C,MALE,41.0,GENERAL,IND,Gift Pack,25818,40,25858,1.7683754990610336,2.4188893763628356,1462246
Tamil Nadu,Erode,DHARMALINGAM S,MALE,47.0,SC,IND,Helmet,2455,0,2455,0.1678924066128408,0.22965323764292522,1462246
Tamil Nadu,Erode,NATARAJAN A,MALE,46.0,GENERAL,IND,BENCH,525,1,526,0.03597205942091823,0.0492047262729852,1462246
Tamil Nadu,Erode,PARAMASIVAM N,MALE,60.0,GENERAL,IND,Baby Walker,1167,0,1167,0.07980873259355813,0.10916713984899949,1462246
Tamil Nadu,Erode,MANI A,MALE,52.0,GENERAL,IND,Laptop,578,1,579,0.03959662054127691,0.05416261694307687,1462246
Tamil Nadu,Erode,NOTA,,,,NOTA,,14696,99,14795,1.0117996561454092,1.3839998578114374,1462246
Tamil Nadu,Tiruppur,"AYYANAR, C.",MALE,56.0,SC,BSP,Elephant,7312,9,7321,0.4784923536647377,0.6536064416079737,1530014
Tamil Nadu,Tiruppur,"ANANDAN, M.S.M.",MALE,56.0,GENERAL,ADMK,Two Leaves,414782,575,415357,27.147267933496032,37.08236726771795,1530014
Tamil Nadu,Tiruppur,"SUBBARAYAN, K.",MALE,71.0,GENERAL,CPI,Ears of Corn And Sickle,505793,2932,508725,33.249695754417935,45.41810367531981,1530014
Tamil Nadu,Tiruppur,"CHANDIRAKUMAR, V.S.",MALE,46.0,GENERAL,MNM,Battery Torch,64538,119,64657,4.225909043969532,5.772467107641955,1530014
Tamil Nadu,Tiruppur,"JAGANATHAN, P.",MALE,50.0,GENERAL,NTK,Ganna Kisan,42079,110,42189,2.7574257490454332,3.7665622408139323,1530014
Tamil Nadu,Tiruppur,"KATHIRESAN, L.",MALE,46.0,GENERAL,IND,COCONUT FARM,3473,3,3476,0.22718746364412354,0.3103313742698151,1530014
Tamil Nadu,Tiruppur,"KANAGARAJ, P.",MALE,31.0,GENERAL,IND,Pressure Cooker,1519,1,1520,0.09934549618500223,0.13570301751729544,1530014
Tamil Nadu,Tiruppur,"KUMAR, D.",MALE,36.0,GENERAL,IND,Electric Pole,1597,2,1599,0.10450884763145958,0.14275600329615487,1530014
Tamil Nadu,Tiruppur,"SENTHILVEL, A.",MALE,46.0,GENERAL,IND,Ring,1898,1,1899,0.12411651135218371,0.16953949359562107,1530014
Tamil Nadu,Tiruppur,"SELVAM, S.R.",MALE,65.0,GENERAL,IND,Gift Pack,43766,50,43816,2.863764645290827,3.9118180365380373,1530014
Tamil Nadu,Tiruppur,"RAJKUMAR, S.",MALE,29.0,SC,IND,Telephone,4479,2,4481,0.29287313710854934,0.4000560667730269,1530014
Tamil Nadu,Tiruppur,"JAGANATHAN, P.",MALE,60.0,GENERAL,IND,Cup & Saucer,2675,8,2683,0.17535787254234275,0.23953368157822608,1530014
Tamil Nadu,Tiruppur,NOTA,,,,NOTA,,21782,79,21861,1.428810455329167,1.9517129381221026,1530014
Tamil Nadu,Nilgiris ,"ASHOK KUMAR, R.",MALE,48.0,SC,BSP,Elephant,4082,6,4088,0.29925479115119397,0.4043325298773848,1366060
Tamil Nadu,Nilgiris ,"RAJA, A.",MALE,55.0,SC,DMK,Rising Sun,545463,2369,547832,40.10307014333192,54.18451529055466,1366060
Tamil Nadu,Nilgiris ,"THIYAGARAJAN, M.",MALE,59.0,SC,ADMK,Two Leaves,341649,360,342009,25.03616239403833,33.82714388719043,1366060
Tamil Nadu,Nilgiris ,"RAJENTHIRAN, N.",MALE,55.0,SC,MNM,Battery Torch,41055,114,41169,3.0137036440566303,4.071909472241207,1366060
Tamil Nadu,Nilgiris ,"ARUMUKAM, P.",MALE,43.0,SC,IND,Ring,1619,2,1621,0.11866243063994261,0.16032853007124284,1366060
Tamil Nadu,Nilgiris ,"RAMASWAMY, M.",MALE,66.0,SC,IND,Gift Pack,40392,27,40419,2.958801223957952,3.997729091270551,1366060
Tamil Nadu,Nilgiris ,"SUBRAMANI, M.",MALE,55.0,SC,IND,Walking Stick,5219,10,5229,0.38277967292798265,0.5171856161274082,1366060
Tamil Nadu,Nilgiris ,"NAGARAJAN, A.",MALE,36.0,SC,IND,Telephone,2199,0,2199,0.16097389572932375,0.21749687700596113,1366060
Tamil Nadu,Nilgiris ,"RAJARATHINAM, M.",MALE,55.0,SC,IND,DIAMOND,4746,1,4747,0.34749571761123227,0.46951235795693386,1366060
Tamil Nadu,Nilgiris ,"RAJA, K.",MALE,51.0,SC,IND,Auto- Rickshaw,3254,3,3257,0.23842290968185878,0.32214066776189876,1366060
Tamil Nadu,Nilgiris ,NOTA,,,,NOTA,,18096,53,18149,1.3285653631612082,1.7950663123152288,1366060
Tamil Nadu,Coimbatore,RADHAKRISHNAN. C.P,MALE,61.0,GENERAL,BJP,Lotus,390823,1184,392007,20.011547273373274,31.337270140831336,1958904
Tamil Nadu,Coimbatore,GOVINDAN. P,MALE,59.0,SC,BSP,Elephant,4296,18,4314,0.22022518714546502,0.3448636973001665,1958904
Tamil Nadu,Coimbatore,NATARAJAN. P.R,MALE,68.0,GENERAL,CPIM,"Hammer, Sickle and Star",567741,3409,571150,29.156610022747415,45.65806692466159,1958904
Tamil Nadu,Coimbatore,KALYANA SUNDARAM. S,MALE,36.0,GENERAL,NTK,Ganna Kisan,60391,128,60519,3.0894316413668053,4.837924454545382,1958904
Tamil Nadu,Coimbatore,MAHENDRAN. R,MALE,55.0,GENERAL,MNM,Battery Torch,144808,296,145104,7.4074074074074066,11.599699103626184,1958904
Tamil Nadu,Coimbatore,MANIKANDAN. P,MALE,32.0,SC,TNLK,Ring,2302,5,2307,0.11776993665845799,0.18442293687331573,1958904
Tamil Nadu,Coimbatore,APPATHURAI. N.R.,MALE,68.0,GENERAL,IND,Gift Pack,37989,72,38061,1.9429742345719851,3.042618725763013,1958904
Tamil Nadu,Coimbatore,KANAGASABAPATHY. G,MALE,43.0,SC,IND,DIAMOND,2726,1,2727,0.13921049729848936,0.21799798389836675,1958904
